country_id,year,green_index_growth,gdp_growth,democracy
580,1993,-0.009504343,-0.007261669,9
580,1994,0.058874249,-0.030022584,9
580,1995,0.020049471,-0.013015172,9
580,1996,0.007153274,-0.008964724,9
580,1997,0.032726303,0.005023433,8
580,1998,-0.026941631,0.007552302,7
580,1999,-0.000565421,0.015320449,7
625,1983,0.027136933,0.018390773,-7
625,1984,-0.095362574,-0.05869073,-7
625,1985,0.11680213,-0.051558733,0
625,1986,0.017800314,0.077117562,7
625,1987,-0.045116641,-0.041079842,7
625,1988,0.053774409,-0.066095427,7
625,1989,0.032778591,0.058977742,-7
625,1990,-0.072425984,-0.063118808,-7
625,1991,-0.022768298,-0.027741119,-7
625,1992,0.071802504,0.027961139,-7
625,1993,-0.038622588,0.021610895,-7
625,1994,0.091939278,0.020418022,-7
625,1995,0.011196548,0.22708835,-7
625,1996,-0.005425425,0.01936369,-7
625,1997,0.013494559,0.044563863,-7
625,1998,-0.013439414,0.027378939,-7
