hhid,cash,age35,schooling,male,nutrition
1875,1,1,0,0,1.136
1876,0,0,0,0,-0.279
1877,0,0,0,1,-0.415
1878,0,0,0,1,-1.22
1879,1,0,0,0,-0.637
1880,0,0,0,0,1.136
1881,0,1,0,0,0.444
1882,0,1,0,0,1.136
1883,0,1,0,1,-0.192
1884,0,0,0,1,-1.458
1885,0,1,0,0,0.669
1886,1,0,1,1,-0.743
1887,1,0,0,1,-1.524
1888,1,0,0,0,-0.559
1889,0,0,0,0,-0.192
1890,0,1,0,0,0.091
1891,0,0,0,0,-0.192
1892,0,1,0,1,0.219
1893,0,1,0,1,-0.42
1894,1,0,0,1,0.953
1895,1,0,0,0,0.091
1896,1,1,0,0,0.091
1897,0,1,0,1,-0.309
1898,0,1,0,1,1.473
1899,1,0,0,0,0.091
1900,0,0,0,0,-1.829
1901,1,0,0,1,0.444
1902,0,0,0,1,0.895
1903,0,1,0,0,0.091
1904,1,0,0,0,-0.388
1905,0,1,0,0,0.091
1906,1,0,0,1,2.465
1907,0,1,0,0,0.895
1908,0,0,0,1,-0.359
1909,0,1,0,1,-0.192
1910,0,0,0,0,0.769
1911,1,1,0,1,0.091
1912,1,0,0,1,0.091
1913,1,0,0,1,0.895
1914,0,0,0,0,0.194
1915,0,0,0,1,0.091
1916,1,1,0,1,-0.743
1917,0,1,0,0,0.769
1918,1,0,0,0,-0.895
1919,0,0,0,1,-0.359
1920,1,1,1,1,0.895
1921,0,0,0,0,-0.526
1922,0,0,0,0,0.091
1923,0,1,0,0,1.136
1924,1,0,0,1,0.091
1925,0,1,0,0,-0.131
1926,1,1,0,0,0.895
1927,0,1,0,0,0.091
1928,0,0,0,1,-0.192
1929,1,1,0,1,0.75
1930,0,0,0,0,-0.652
1931,0,1,0,0,-2.958
1932,1,0,0,1,-2.569
1933,0,1,0,0,0.895
1934,1,1,0,0,0.091
1935,1,0,0,0,0.091
1936,0,0,0,0,-0.64
1937,0,1,1,0,0.895
1938,0,0,0,0,0.895
1939,1,1,0,0,0.895
1940,0,1,0,0,0.091
1941,0,0,0,0,0.895
1942,1,0,0,1,-0.192
1943,0,1,0,0,0.091
1944,1,1,0,1,-0.754
1945,1,1,0,1,0.895
1946,1,0,0,0,0.091
1947,0,1,0,0,0.091
1948,0,1,0,0,0.895
1949,1,0,0,1,1.698
1950,0,1,0,0,0.091
1951,1,0,0,1,1.698
1952,0,1,0,0,1.136
1953,0,0,0,0,-0.192
1954,1,0,1,1,0.895
1955,0,0,0,1,0.273
1956,0,0,0,0,-1.265
1957,1,1,0,0,-0.315
1958,0,0,0,0,0.091
1959,0,1,1,0,-0.918
1960,1,0,0,1,0.091
1961,0,1,0,0,0.895
1962,0,0,0,1,-0.645
1963,0,0,0,0,-0.645
1964,1,1,0,0,0.895
1965,0,0,0,0,-0.292
1966,1,1,0,0,0.091
1967,1,1,1,0,0.091
1968,1,1,0,0,1.136
1969,0,1,0,0,-0.359
1970,0,1,0,0,0.895
1971,0,0,0,0,-0.788
1972,0,0,0,0,0.091
1973,1,1,0,0,0.447
1974,1,1,0,0,-2.451
1975,1,0,0,1,-1.41
1976,0,0,0,0,-0.192
1977,1,1,0,0,0.895
1978,1,1,0,0,0.895
1979,0,0,1,1,0.091
1980,1,0,0,0,-0.832
1981,0,0,0,1,0.895
1982,0,1,0,1,1.136
1983,1,0,0,0,-0.43
1984,0,1,0,1,1.136
1985,1,0,0,0,-0.192
1986,0,0,0,1,-3.753
1987,1,1,0,0,0.444
1988,1,0,0,1,0.895
1989,1,0,0,0,0.091
1990,1,0,0,0,0.895
1991,1,0,0,0,0.769
1992,0,1,0,0,0.895
1993,0,0,0,1,1.136
1994,1,1,1,0,0.091
1995,0,0,0,0,-1.885
1996,0,0,0,1,-0.359
1997,0,0,0,0,1.587
1998,1,0,0,1,-3.303
1999,1,0,1,0,0.091
2000,1,0,0,0,-0.192
