hhid,cash,eligible,time,male,age35,schooling,nutrition
711,1,0,0,0,1,0,-1.3208507
711,1,0,1,0,1,0,.039885584
712,1,0,0,0,0,0,.96155715
712,1,0,1,0,0,0,1.0697988
713,1,0,0,1,1,0,-.032794926
713,1,0,1,1,1,0,-.22676605
714,1,0,0,0,1,0,-.1182071
714,1,0,1,0,1,0,-1.6608789
715,1,0,0,0,1,0,-.72803164
715,1,0,1,0,1,0,.039885584
716,1,0,0,0,0,0,.54418379
716,1,0,1,0,0,0,.82658541
717,1,0,0,0,1,0,.43707612
717,1,0,1,0,1,0,-.22676605
718,1,0,0,0,0,0,.21332315
718,1,0,1,0,0,0,-.44604713
719,1,0,0,0,1,0,.21332315
719,1,0,1,0,1,0,-.44604713
720,1,0,0,0,1,0,.96155715
720,1,0,1,0,1,0,-1.5760504
721,1,0,0,0,1,0,-2.0842707
721,1,0,1,0,1,0,.039885584
722,1,0,0,1,1,0,1.1797786
722,1,0,1,1,1,0,1.0697988
723,1,0,0,0,0,0,.21332315
723,1,0,1,0,0,0,.82658541
724,1,0,0,0,1,0,-1.0725784
724,1,0,1,0,1,0,-.22676605
725,1,0,0,0,1,0,-.032794926
725,1,0,1,0,1,0,-.22676605
726,1,0,0,0,1,0,-.032794926
726,1,0,1,0,1,0,-.31237969
727,1,0,0,0,1,0,.21332315
727,1,0,1,0,1,0,.82658541
728,1,0,0,1,1,0,.21332315
728,1,0,1,1,1,0,.82658541
729,1,0,0,0,1,0,.21332315
729,1,0,1,0,1,0,.82658541
730,1,0,0,1,1,0,.21332315
730,1,0,1,1,1,0,-.68901348
731,1,0,0,0,0,0,-.21568157
731,1,0,1,0,0,0,-.077536181
732,1,0,0,0,1,0,.21332315
732,1,0,1,0,1,0,-.68901348
733,1,0,0,0,1,0,-.40166026
733,1,0,1,0,1,0,.82658541
734,1,0,0,0,1,0,.77823955
734,1,0,1,0,1,0,1.6132852
735,1,0,0,0,1,0,-.20405026
735,1,0,1,0,1,0,-.22676605
736,1,0,0,0,1,0,.96155715
736,1,0,1,0,1,0,-.22676605
737,1,0,0,0,0,0,.7528705
737,1,0,1,0,0,0,.82658541
738,1,0,0,0,1,0,-.23187277
738,1,0,1,0,1,0,-.22676605
739,1,0,0,0,1,0,.030005489
739,1,0,1,0,1,0,.039885584
740,1,0,0,0,1,0,-.032794926
740,1,0,1,0,1,0,-.22676605
741,1,0,0,1,1,0,.21332315
741,1,0,1,1,1,0,.82658541
742,1,0,0,0,1,0,-.032794926
742,1,0,1,0,1,0,.87627524
743,1,0,0,0,1,0,.54418379
743,1,0,1,0,1,0,-.31237969
744,1,0,0,1,1,0,.1216643
744,1,0,1,1,1,0,.82658541
745,1,0,0,0,1,0,1.4641041
745,1,0,1,0,1,0,-1.5382627
746,1,0,0,0,1,0,-1.2474838
746,1,0,1,0,1,0,.039885584
747,1,0,0,0,0,0,.21332315
747,1,0,1,0,0,0,.82658541
748,1,0,0,0,1,0,-.12402276
748,1,0,1,0,1,0,-.68901348
749,1,0,0,1,1,0,.96155715
749,1,0,1,1,1,0,.039885584
750,1,0,0,1,0,1,.86989832
750,1,0,1,1,0,1,.039885584
751,1,0,0,0,0,0,.21332315
751,1,0,1,0,0,0,-.20308074
752,1,0,0,0,1,0,-.41273692
752,1,0,1,0,1,0,-.43792427
753,1,0,0,1,1,0,.14246021
753,1,0,1,1,1,0,-.10286568
754,1,0,0,0,1,0,1.4348148
754,1,0,1,0,1,0,.039885584
755,1,0,0,0,1,0,.21332315
755,1,0,1,0,1,0,.82658541
756,1,0,0,0,0,0,-.20405026
756,1,0,1,0,0,0,.039885584
757,1,0,0,0,1,0,.030005489
757,1,0,1,0,1,0,.039885584
758,1,0,0,1,1,0,.77823955
758,1,0,1,1,1,0,1.6132852
759,1,0,0,0,1,0,-.44910356
759,1,0,1,0,1,0,.82658541
760,1,0,0,0,0,0,.21332315
760,1,0,1,0,0,0,-.68901348
761,1,0,0,0,0,0,.54418379
761,1,0,1,0,0,0,.58361906
762,1,0,0,0,0,1,-.41273692
762,1,0,1,0,0,1,.039885584
763,1,0,0,0,0,0,-.18133542
763,1,0,1,0,0,0,-1.4910688
764,1,0,0,0,1,0,.21332315
764,1,0,1,0,1,0,-.087479301
765,1,0,0,0,1,0,.96155715
765,1,0,1,0,1,0,.48922819
766,1,0,0,0,1,0,-.061653327
766,1,0,1,0,1,0,-.38824633
767,1,0,0,0,1,0,.21332315
767,1,0,1,0,1,0,.70916367
768,1,0,0,0,1,1,-.57949108
768,1,0,1,0,1,1,-1.3206054
769,1,0,0,0,1,0,.96155715
769,1,0,1,0,1,0,.039885584
770,1,0,0,0,1,0,.21332315
770,1,0,1,0,1,0,.039885584
771,1,0,0,0,0,0,-.020732602
771,1,0,1,0,0,0,.039885584
772,1,0,0,0,1,0,-.20405026
772,1,0,1,0,1,0,-.68901348
773,1,0,0,0,0,0,.96155715
773,1,0,1,0,0,0,.82658541
774,1,0,0,1,1,0,.21332315
774,1,0,1,1,1,0,.039885584
775,1,0,0,0,1,0,.96155715
775,1,0,1,0,1,0,-.64659911
776,1,0,0,0,1,0,-.39899921
776,1,0,1,0,1,0,-1.5362498
777,1,0,0,1,1,0,.96155715
777,1,0,1,1,1,0,.039885584
778,1,0,0,0,0,0,.96155715
778,1,0,1,0,0,0,.81316435
779,1,0,0,0,1,0,-1.07565
779,1,0,1,0,1,0,-1.127082
780,1,0,0,0,1,0,-.83581746
780,1,0,1,0,1,0,1.0697988
781,1,0,0,0,1,0,.21332315
781,1,0,1,0,1,0,-.84715116
782,1,0,0,0,1,0,.96155715
782,1,0,1,0,1,0,.82658541
783,1,0,0,0,1,0,.21332315
783,1,0,1,0,1,0,.67087066
784,1,0,0,0,0,0,.21332315
784,1,0,1,0,0,0,.039885584
785,1,0,0,1,1,0,-.032794926
785,1,0,1,1,1,0,-.22676605
786,1,0,0,1,1,0,-1.3848435
786,1,0,1,1,1,0,-.35879549
787,1,0,0,0,1,0,-.32987592
787,1,0,1,0,1,0,-1.8338742
788,1,0,0,0,0,0,.96155715
788,1,0,1,0,0,0,.82658541
789,1,0,0,0,1,0,-1.0725784
789,1,0,1,0,1,0,-.077536181
790,1,0,0,0,1,0,-.17868121
790,1,0,1,0,1,0,-1.5760504
791,1,0,0,0,1,0,-.42828861
791,1,0,1,0,1,0,.039885584
792,1,0,0,0,1,0,.21332315
792,1,0,1,0,1,0,.34065267
793,1,0,0,0,1,0,-.032794926
793,1,0,1,0,1,0,-.61381316
794,1,0,0,0,1,0,-.032794926
794,1,0,1,0,1,0,1.6132852
795,1,0,0,0,0,0,-1.2474838
795,1,0,1,0,0,0,.38306701
796,1,0,0,0,1,0,-1.5971974
796,1,0,1,0,1,0,-1.2975472
797,1,0,0,0,1,0,.21332315
797,1,0,1,0,1,0,1.6132852
798,1,0,0,0,1,0,-.032363936
798,1,0,1,0,1,0,.58361906
799,1,0,0,0,1,0,-.47841641
799,1,0,1,0,1,0,-.22676605
800,1,0,0,0,0,0,1.7097913
800,1,0,1,0,0,0,1.6132852
801,1,0,0,0,1,0,2.3923521
801,1,0,1,0,1,0,-.22676605
802,1,0,0,1,1,1,-1.8604429
802,1,0,1,1,1,1,.039885584
803,1,0,0,0,1,0,1.7097913
803,1,0,1,0,1,0,.82658541
804,1,0,0,0,1,0,-1.1498944
804,1,0,1,0,1,0,-1.5814307
805,1,0,0,0,1,0,-.20405026
805,1,0,1,0,1,0,.039885584
806,1,0,0,0,1,0,-.90347731
806,1,0,1,0,1,0,.039885584
807,1,0,0,0,1,0,.21332315
807,1,0,1,0,1,0,-.3475152
808,1,0,0,0,0,0,-1.2474838
808,1,0,1,0,0,0,.34065267
809,1,0,0,0,1,0,.36086616
809,1,0,1,0,1,0,.039885584
810,1,0,0,0,1,0,.21332315
810,1,0,1,0,1,0,-.22676605
811,1,0,0,0,0,1,.88269764
811,1,0,1,0,0,1,.039885584
812,1,0,0,0,1,0,-.43018398
812,1,0,1,0,1,0,.82658541
813,1,0,0,0,1,0,1.1797786
813,1,0,1,0,1,0,1.0697988
814,1,0,0,0,0,0,.96155715
814,1,0,1,0,0,0,-.92385697
815,1,0,0,0,0,0,.21332315
815,1,0,1,0,0,0,.039885584
816,1,0,0,0,0,0,.21332315
816,1,0,1,0,0,0,.34065267
817,1,0,0,0,0,0,.030005489
817,1,0,1,0,0,0,.82658541
818,1,0,0,0,1,0,-.18133542
818,1,0,1,0,1,0,1.0697988
819,1,0,0,0,1,0,-.032794926
819,1,0,1,0,1,0,-.22676605
820,1,0,0,1,1,0,.21332315
820,1,0,1,1,1,0,.82658541
821,1,0,0,0,1,0,.21332315
821,1,0,1,0,1,0,.039885584
822,1,0,0,0,0,0,.96155715
822,1,0,1,0,0,0,.82658541
823,1,0,0,0,1,0,-.032794926
823,1,0,1,0,1,0,-.22676605
824,1,0,0,1,1,0,.21332315
824,1,0,1,1,1,0,.82658541
825,1,0,0,0,1,0,-3.6147771
825,1,0,1,0,1,0,-.42028958
826,1,0,0,0,1,0,.96155715
826,1,0,1,0,1,0,.82658541
827,1,0,0,0,1,0,.21332315
827,1,0,1,0,1,0,.039885584
828,1,0,0,0,1,0,.21332315
828,1,0,1,0,1,0,.039885584
829,1,0,0,0,1,0,-1.046604
829,1,0,1,0,1,0,.039885584
830,1,0,0,0,1,0,.21332315
830,1,0,1,0,1,0,.82658541
831,1,0,0,1,1,1,.21332315
831,1,0,1,1,1,1,.82658541
832,1,0,0,1,1,0,.21332315
832,1,0,1,1,1,0,.22323093
833,1,0,0,0,1,0,-.032794926
833,1,0,1,0,1,0,2.1728399
834,1,0,0,0,1,0,-.15331215
834,1,0,1,0,1,0,.82658541
835,1,0,0,0,1,0,.21332315
835,1,0,1,0,1,0,1.0697988
836,1,0,0,0,1,0,-.032794926
836,1,0,1,0,1,0,3.4694049
837,1,0,0,0,1,0,-.38041326
837,1,0,1,0,1,0,.82658541
838,1,0,0,0,1,0,-.032794926
838,1,0,1,0,1,0,-.91922647
839,1,0,0,1,1,1,-.032794926
839,1,0,1,1,1,1,1.0697988
840,1,0,0,0,1,0,-.71308249
840,1,0,1,0,1,0,-.40363279
841,1,0,0,1,1,0,-.62695694
841,1,0,1,1,1,0,-.22676605
842,1,0,0,0,1,0,.21332315
842,1,0,1,0,1,0,-.28496584
843,1,0,0,1,1,0,.54418379
843,1,0,1,1,1,0,.82658541
844,1,0,0,0,1,0,.21332315
844,1,0,1,0,1,0,-1.6608789
845,1,0,0,0,1,0,.96155715
845,1,0,1,0,1,0,.039885584
846,1,0,0,0,1,0,.030005489
846,1,0,1,0,1,0,.82658541
847,1,0,0,0,1,0,.030005489
847,1,0,1,0,1,0,.39845344
848,1,0,0,0,1,0,-1.734557
848,1,0,1,0,1,0,.097686358
849,1,0,0,0,0,0,-.061653327
849,1,0,1,0,0,0,-2.2625351
850,1,0,0,0,0,0,-.4992497
850,1,0,1,0,0,0,.82658541
851,1,0,0,0,1,0,-2.3525252
851,1,0,1,0,1,0,-.22676605
852,1,0,0,0,0,0,.21332315
852,1,0,1,0,0,0,.039885584
853,1,0,0,0,1,0,.1216643
853,1,0,1,0,1,0,1.0697988
854,1,0,0,1,1,0,.21332315
854,1,0,1,1,1,0,1.3401487
855,1,0,0,0,1,0,.96155715
855,1,0,1,0,1,0,-.20308074
856,1,0,0,0,0,0,.21332315
856,1,0,1,0,0,0,.039885584
857,1,0,0,1,1,0,.86989832
857,1,0,1,1,1,0,.039885584
858,1,0,0,1,0,1,-.092838049
858,1,0,1,1,0,1,.82658541
859,1,0,0,0,1,0,-.42828861
859,1,0,1,0,1,0,.039885584
860,1,0,0,0,1,0,1.1797786
860,1,0,1,0,1,0,-.22676605
861,1,0,0,1,1,0,.96155715
861,1,0,1,1,1,0,.039885584
862,1,0,0,0,1,0,.21332315
862,1,0,1,0,1,0,.82658541
863,1,0,0,1,1,0,.21332315
863,1,0,1,1,1,0,.34065267
864,1,0,0,0,1,0,-1.2474838
864,1,0,1,0,1,0,-.31237969
865,1,0,0,0,0,0,-.62142366
865,1,0,1,0,0,0,.097686358
866,1,0,0,0,0,1,.33549711
866,1,0,1,0,0,1,.82658541
867,1,0,0,0,1,0,-1.0251126
867,1,0,1,0,1,0,-.87044752
868,1,0,0,0,1,1,.96155715
868,1,0,1,0,1,1,.82658541
869,1,0,0,0,1,0,.7528705
869,1,0,1,0,1,0,.039885584
870,1,0,0,0,0,0,.21332315
870,1,0,1,0,0,0,-.85402888
871,1,0,0,0,1,0,-2.1439955
871,1,0,1,0,1,0,-1.2754245
872,1,0,0,1,1,0,.21332315
872,1,0,1,1,1,0,-1.6608789
873,1,0,0,0,1,0,1.1797786
873,1,0,1,0,1,0,.68275172
874,1,0,0,0,1,0,-.41273692
874,1,0,1,0,1,0,.039885584
875,1,0,0,1,1,0,1.3620206
875,1,0,1,1,1,0,-1.2123137
876,1,0,0,0,1,0,-1.3703274
876,1,0,1,0,1,0,-.35067266
877,1,0,0,0,1,0,-.86328655
877,1,0,1,0,1,0,.039885584
878,1,0,0,0,1,0,.21332315
878,1,0,1,0,1,0,.039885584
879,1,0,0,0,0,0,.96155715
879,1,0,1,0,0,0,.039885584
880,1,0,0,0,1,0,.21332315
880,1,0,1,0,1,0,-.22676605
881,1,0,0,0,1,0,.21332315
881,1,0,1,0,1,0,.039885584
882,1,0,0,1,0,0,.030005489
882,1,0,1,1,0,0,.82658541
883,1,0,0,0,1,0,-2.7761712
883,1,0,1,0,1,0,-1.127082
884,1,0,0,0,0,0,.96155715
884,1,0,1,0,0,0,.58361906
885,1,0,0,0,1,0,-4.0013661
885,1,0,1,0,1,0,.4261173
886,1,0,0,0,0,0,.88269764
886,1,0,1,0,0,0,-.22676605
887,1,0,0,0,0,0,.96155715
887,1,0,1,0,0,0,.82658541
888,1,0,0,0,1,0,.88269764
888,1,0,1,0,1,0,-1.5814307
889,1,0,0,1,1,0,.030005489
889,1,0,1,1,1,0,.037346091
890,1,0,0,0,1,0,.21332315
890,1,0,1,0,1,0,-.68901348
891,1,0,0,1,1,0,-1.0725784
891,1,0,1,1,1,0,-.22676605
892,1,0,0,0,1,0,.21332315
892,1,0,1,0,1,0,-.68901348
893,1,0,0,1,1,0,2.3923521
893,1,0,1,1,1,0,.29570463
894,1,0,0,0,1,0,1.3840767
894,1,0,1,0,1,0,.82658541
895,1,0,0,0,1,0,-.18133542
895,1,0,1,0,1,0,1.0697988
896,1,0,0,1,1,1,.21332315
896,1,0,1,1,1,1,.039885584
897,1,0,0,0,0,0,-1.2474838
897,1,0,1,0,0,0,.79133284
898,1,0,0,0,1,0,.73415709
898,1,0,1,0,1,0,-1.6845924
899,1,0,0,0,1,0,-.032794926
899,1,0,1,0,1,0,.039885584
900,1,0,0,0,0,0,.96155715
900,1,0,1,0,0,0,.039885584
901,1,0,0,0,1,0,-.82603472
901,1,0,1,0,1,0,-2.0674484
902,1,0,0,0,1,0,.12681039
902,1,0,1,0,1,0,-.73868805
903,1,0,0,0,0,0,.96155715
903,1,0,1,0,0,0,.039885584
904,1,0,0,0,1,0,-1.0751636
904,1,0,1,0,1,0,-2.3450973
905,1,0,0,0,1,0,-1.0725784
905,1,0,1,0,1,0,1.0697988
906,1,0,0,0,1,0,-1.7467612
906,1,0,1,0,1,0,.26564521
907,1,0,0,0,0,0,.96155715
907,1,0,1,0,0,0,.82658541
908,1,0,0,0,1,0,-.39127147
908,1,0,1,0,1,0,-2.0019162
909,1,0,0,0,1,0,.96155715
909,1,0,1,0,1,0,.26689044
910,1,0,0,0,1,0,-1.07565
910,1,0,1,0,1,0,-.61381316
911,1,0,0,0,1,0,-.032794926
911,1,0,1,0,1,0,-.22676605
912,1,0,0,0,1,0,-.1363904
912,1,0,1,0,1,0,-1.1325318
913,1,0,0,0,1,0,.21332315
913,1,0,1,0,1,0,.82658541
914,1,0,0,0,0,0,.96155715
914,1,0,1,0,0,0,.82658541
915,1,0,0,0,1,0,.63584268
915,1,0,1,0,1,0,1.6132852
916,1,0,0,0,1,0,.21332315
916,1,0,1,0,1,0,-2.5518498
917,1,0,0,0,0,0,-1.0725784
917,1,0,1,0,0,0,-3.7146075
918,1,0,0,0,1,0,-.20405026
918,1,0,1,0,1,0,-1.6420903
919,1,0,0,0,1,0,-1.9469109
919,1,0,1,0,1,0,.82658541
920,1,0,0,1,1,0,.96155715
920,1,0,1,1,1,0,.039885584
921,1,0,0,0,1,0,-.032794926
921,1,0,1,0,1,0,.68275172
922,1,0,0,0,1,1,-.62695694
922,1,0,1,0,1,1,-1.127082
923,1,0,0,1,1,0,-.032794926
923,1,0,1,1,1,0,.039885584
924,1,0,0,0,1,0,.21332315
924,1,0,1,0,1,0,.82658541
925,1,0,0,0,1,0,.96155715
925,1,0,1,0,1,0,.82658541
926,1,0,0,1,1,1,.030005489
926,1,0,1,1,1,1,1.6132852
927,1,0,0,0,1,0,-.41273692
927,1,0,1,0,1,0,-1.1749462
928,1,0,0,0,1,0,-1.3848435
928,1,0,1,0,1,0,.039885584
929,1,0,0,0,1,0,-.43018398
929,1,0,1,0,1,0,.039885584
930,1,0,0,0,0,0,-.081876285
930,1,0,1,0,0,0,.82658541
931,1,0,0,0,1,0,.96155715
931,1,0,1,0,1,0,.039885584
932,1,0,0,0,1,0,.21332315
932,1,0,1,0,1,0,.039885584
933,1,0,0,1,1,0,-.032794926
933,1,0,1,1,1,0,.82658541
934,1,0,0,0,1,0,.96155715
934,1,0,1,0,1,0,.039885584
935,1,0,0,0,0,0,-.21568157
935,1,0,1,0,0,0,-1.0467914
936,1,0,0,0,1,0,-.032794926
936,1,0,1,0,1,0,-.22676605
937,1,0,0,0,0,0,.73468721
937,1,0,1,0,0,0,-1.8206997
938,1,0,0,0,0,0,.33549711
938,1,0,1,0,0,0,.82658541
939,1,0,0,0,1,0,.61765933
939,1,0,1,0,1,0,.82658541
940,1,0,0,0,1,0,-.41273692
940,1,0,1,0,1,0,.039885584
941,1,0,0,1,1,0,-.47841641
941,1,0,1,1,1,0,1.0697988
942,1,0,0,1,1,0,2.4580255
942,1,0,1,1,1,0,.039885584
943,1,0,0,1,1,1,.96155715
943,1,0,1,1,1,1,1.0697988
944,1,0,0,1,1,0,.21332315
944,1,0,1,1,1,0,.039885584
945,1,0,0,1,1,1,.96155715
945,1,0,1,1,1,1,.82658541
946,1,0,0,0,1,0,.21332315
946,1,0,1,0,1,0,.039885584
947,1,0,0,0,1,0,.1216643
947,1,0,1,0,1,0,1.0697988
948,1,0,0,0,1,0,.21332315
948,1,0,1,0,1,0,.039885584
949,1,0,0,0,1,0,.96155715
949,1,0,1,0,1,0,.039885584
950,1,0,0,0,0,0,-.41273692
950,1,0,1,0,0,0,.039885584
951,1,0,0,0,1,0,.96155715
951,1,0,1,0,1,0,1.0697988
952,1,0,0,1,1,0,.96155715
952,1,0,1,1,1,0,.82658541
953,1,0,0,0,1,0,1.7097913
953,1,0,1,0,1,0,-.7469362
954,1,0,0,0,1,0,.96155715
954,1,0,1,0,1,0,.82658541
955,1,0,0,0,0,0,.96155715
955,1,0,1,0,0,0,.82658541
956,1,0,0,0,1,0,-.57949108
956,1,0,1,0,1,0,-.42028958
957,1,0,0,1,1,1,.54418379
957,1,0,1,1,1,1,.82658541
958,1,0,0,0,1,0,-.23187277
958,1,0,1,0,1,0,1.0697988
959,1,0,0,0,1,1,-.42828861
959,1,0,1,0,1,1,.82658541
960,1,0,0,0,1,0,1.2866023
960,1,0,1,0,1,0,.68275172
961,1,0,0,0,0,0,-.15331215
961,1,0,1,0,0,0,-.22676605
962,1,0,0,0,1,0,-.50439578
962,1,0,1,0,1,0,2.3999851
963,1,0,0,0,1,0,-.032794926
963,1,0,1,0,1,0,-.22676605
964,1,0,0,0,0,0,.21332315
964,1,0,1,0,0,0,.82658541
965,1,0,0,0,1,0,.21332315
965,1,0,1,0,1,0,.039885584
966,1,0,0,1,1,0,-.20405026
966,1,0,1,1,1,0,.039885584
967,1,0,0,0,0,0,.96155715
967,1,0,1,0,0,0,.82658541
968,1,0,0,1,1,0,.21332315
968,1,0,1,1,1,0,-.44604713
969,1,0,0,0,1,0,.0046364437
969,1,0,1,0,1,0,-.22676605
970,1,0,0,0,1,0,.68658078
970,1,0,1,0,1,0,.039885584
971,1,0,0,1,1,0,.21332315
971,1,0,1,1,1,0,.039885584
972,1,0,0,0,1,0,.96155715
972,1,0,1,0,1,0,-.68901348
973,1,0,0,0,1,0,-.032794926
973,1,0,1,0,1,0,-.61381316
974,1,0,0,0,1,0,.77823955
974,1,0,1,0,1,0,-.17233749
975,1,0,0,0,1,0,-1.470734
975,1,0,1,0,1,0,1.0697988
976,1,0,0,0,1,0,-1.6953024
976,1,0,1,0,1,0,.039885584
977,1,0,0,0,0,0,.96155715
977,1,0,1,0,0,0,.82658541
978,1,0,0,0,1,0,.12681039
978,1,0,1,0,1,0,-.20308074
979,1,0,0,0,1,0,-.20405026
979,1,0,1,0,1,0,.039885584
980,1,0,0,0,1,0,.21332315
980,1,0,1,0,1,0,.039885584
981,1,0,0,0,1,0,.33549711
981,1,0,1,0,1,0,.039885584
982,1,0,0,0,0,0,.62421131
982,1,0,1,0,0,0,.68275172
983,1,0,0,0,1,0,-.41273692
983,1,0,1,0,1,0,.039885584
984,1,0,0,0,0,1,.96155715
984,1,0,1,0,0,1,.82658541
985,1,0,0,0,0,0,.96155715
985,1,0,1,0,0,0,.039885584
986,1,0,0,0,1,0,1.3431559
986,1,0,1,0,1,0,.82658541
987,1,0,0,0,1,0,.21332315
987,1,0,1,0,1,0,-1.2492108
988,1,0,0,0,0,0,.21332315
988,1,0,1,0,0,0,.039885584
989,1,0,0,0,1,0,.21332315
989,1,0,1,0,1,0,.82658541
990,1,0,0,0,0,0,-.4992497
990,1,0,1,0,0,0,-.10974329
991,1,0,0,0,1,0,.21332315
991,1,0,1,0,1,0,.039885584
992,1,0,0,0,0,0,-1.0263208
992,1,0,1,0,0,0,.039885584
993,1,0,0,0,1,0,-1.2622044
993,1,0,1,0,1,0,-.22676605
994,1,0,0,0,1,0,-.15331215
994,1,0,1,0,1,0,.039885584
995,1,0,0,0,1,0,.21332315
995,1,0,1,0,1,0,-.22676605
996,1,0,0,1,1,0,-.21962097
996,1,0,1,1,1,0,-.78935051
997,1,0,0,0,1,0,.21332315
997,1,0,1,0,1,0,.58361906
998,1,0,0,0,1,1,.21332315
998,1,0,1,0,1,1,-.19495793
999,1,0,0,0,1,0,-.20405026
999,1,0,1,0,1,0,.039885584
1000,1,0,0,1,1,0,-.23187277
1000,1,0,1,1,1,0,1.0697988
1001,1,1,0,0,0,0,.040588982
1001,1,1,1,0,0,0,1.6986102
1002,1,1,0,0,1,0,-.20705713
1002,1,1,1,0,1,0,.090938374
1003,1,1,0,0,0,0,.2312265
1003,1,1,1,0,0,0,-.13090798
1004,1,1,0,0,0,0,.99701232
1004,1,1,1,0,0,0,.090938374
1005,1,1,0,1,0,0,-1.2875234
1005,1,1,1,1,0,0,-.75259721
1006,1,1,0,1,0,1,-.054729801
1006,1,1,1,1,0,1,-1.1768488
1007,1,1,0,0,0,0,-1.7637061
1007,1,1,1,0,0,0,-.46997118
1008,1,1,0,1,0,0,.99701232
1008,1,1,1,1,0,0,-1.2543519
1009,1,1,0,1,0,0,.99701232
1009,1,1,1,1,0,0,-.5276041
1010,1,1,0,0,1,0,-.027827401
1010,1,1,1,0,1,0,-.19051713
1011,1,1,0,0,0,0,.2312265
1011,1,1,1,0,0,0,-.16280611
1012,1,1,0,0,1,0,-.18229917
1012,1,1,1,0,1,0,-.73895663
1013,1,1,0,0,0,0,.99701232
1013,1,1,1,0,0,0,.090938374
1014,1,1,0,1,1,0,-1.817335
1014,1,1,1,1,1,0,-.37333032
1015,1,1,0,0,1,0,.2312265
1015,1,1,1,0,1,0,-.19051713
1016,1,1,0,1,1,0,.40508211
1016,1,1,1,1,1,0,.090938374
1017,1,1,0,0,1,0,.90424669
1017,1,1,1,0,1,0,-1.1302817
1018,1,1,0,1,1,0,-.78296101
1018,1,1,1,1,1,0,-2.3859973
1019,1,1,0,0,0,0,-.23688063
1019,1,1,1,0,0,0,.090938374
1020,1,1,0,1,1,0,-1.3027663
1020,1,1,1,1,1,0,-.90881073
1021,1,1,0,1,0,0,-.25554019
1021,1,1,1,1,0,0,-2.6202931
1022,1,1,0,0,1,0,-.20705713
1022,1,1,1,0,1,0,-1.3711396
1023,1,1,0,0,0,0,-.63553494
1023,1,1,1,0,0,0,-1.310715
1024,1,1,0,0,0,0,.55872864
1024,1,1,1,0,0,0,.090938374
1025,1,1,0,0,1,0,.18725944
1025,1,1,1,0,1,0,-.89227176
1026,1,1,0,0,1,0,-1.0836245
1026,1,1,1,0,1,0,.090938374
1027,1,1,0,1,0,0,-.23473838
1027,1,1,1,1,0,0,.89477426
1028,1,1,0,1,1,1,.2312265
1028,1,1,1,1,1,1,.89477426
1029,1,1,0,0,0,0,.99701232
1029,1,1,1,0,0,0,.89477426
1030,1,1,0,1,1,0,-.18229917
1030,1,1,1,1,1,0,.090938374
1031,1,1,0,0,0,0,-1.6755549
1031,1,1,1,0,0,0,-1.7664318
1032,1,1,0,0,0,0,.99701232
1032,1,1,1,0,0,0,.090938374
1033,1,1,0,0,0,0,-1.8911257
1033,1,1,1,0,0,0,.090938374
1034,1,1,0,0,0,0,.2312265
1034,1,1,1,0,0,0,1.1342897
1035,1,1,0,0,0,0,.2312265
1035,1,1,1,0,0,0,.89477426
1036,1,1,0,0,1,0,.99701232
1036,1,1,1,0,1,0,.89477426
1037,1,1,0,0,0,0,.99701232
1037,1,1,1,0,0,0,.89477426
1038,1,1,0,0,1,0,-.14156185
1038,1,1,1,0,1,0,-.58404118
1039,1,1,0,0,0,0,.99701232
1039,1,1,1,0,0,0,-.19470422
1040,1,1,0,0,0,0,-.59368616
1040,1,1,1,0,0,0,-.4803468
1041,1,1,0,0,1,0,-.23636054
1041,1,1,1,0,1,0,-.30261093
1042,1,1,0,1,0,0,.2312265
1042,1,1,1,1,0,0,.89477426
1043,1,1,0,1,0,0,.7669999
1043,1,1,1,1,0,0,-.73895663
1044,1,1,0,1,1,0,-.53698057
1044,1,1,1,1,1,0,-.46367747
1045,1,1,0,0,1,0,-.20705713
1045,1,1,1,0,1,0,.090938374
1046,1,1,0,0,0,1,.99701232
1046,1,1,1,0,0,1,.67292786
1047,1,1,0,0,0,0,-.19239347
1047,1,1,1,0,0,0,.090938374
1048,1,1,0,1,0,1,.99701232
1048,1,1,1,1,0,1,1.1342897
1049,1,1,0,0,1,1,-.95263386
1049,1,1,1,0,1,1,1.6986102
1050,1,1,0,0,1,0,.040588982
1050,1,1,1,0,1,0,-.23019166
1051,1,1,0,1,1,0,.012084668
1051,1,1,1,1,1,0,.3401584
1052,1,1,0,0,1,0,1.2131901
1052,1,1,1,0,1,0,.89477426
1053,1,1,0,0,0,0,.2312265
1053,1,1,1,0,0,0,.55885786
1054,1,1,0,0,0,0,-2.1007376
1054,1,1,1,0,0,0,-.75259721
1055,1,1,0,1,0,0,-.35740012
1055,1,1,1,1,0,0,.090938374
1056,1,1,0,0,0,1,-.47414759
1056,1,1,1,0,0,1,.89477426
1057,1,1,0,0,0,0,.99701232
1057,1,1,1,0,0,0,.67292786
1058,1,1,0,0,0,0,-.42619899
1058,1,1,1,0,0,0,.090938374
1059,1,1,0,1,0,0,.80637479
1059,1,1,1,1,0,0,.89477426
1060,1,1,0,0,0,0,-1.6719837
1060,1,1,1,0,0,0,-.41969734
1061,1,1,0,0,1,0,.59902316
1061,1,1,1,0,1,0,.090938374
1062,1,1,0,0,0,0,-.054729801
1062,1,1,1,0,0,0,-.13090798
1063,1,1,0,1,1,0,-.027827401
1063,1,1,1,1,1,0,-.19051713
1064,1,1,0,0,0,0,.13188803
